credit_score,debt_to_income,loan_amount,income,age,employment_years,payment_history,credit_utilization,num_accounts,recent_inquiries,late_payments,credit_length,target
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
722.6,0.23,23700,81000,40,12,86,0.31,5,1,0,17,0
625.6,0.37,41500,54500,31,6,72,0.64,8,3,1,9,0
753.9,0.21,18300,93000,43,13,91,0.25,4,0,0,21,0
574.9,0.46,59900,37500,25,2,60,0.82,11,5,3,5,1
694.2,0.29,31900,74000,36,9,83,0.41,6,2,0,16,0
636.5,0.36,38200,58500,35,8,76,0.61,6,2,1,10,0
788.3,0.18,15200,105000,47,17,94,0.2,3,0,0,25,0
593.1,0.4,54600,41500,29,4,65,0.75,9,4,2,7,1
710.9,0.25,25900,77000,37,10,84,0.35,6,1,0,18,0
620.4,0.38,42900,55500,32,6,73,0.65,7,3,1,9,0
759.8,0.2,17400,95000,44,14,92,0.24,4,0,0,22,0
569.7,0.42,57600,36500,26,3,61,0.79,11,5,3,5,1
